注文日,注文番号,商品,単価,販売数量,売上金額
2016/7/13,A99792,ABC1040,1311,29,38019
2016/7/13,A44936,ABC1041,8311,21,174531
2016/7/13,A997,ABC1042,9811,68,667148
2016/7/13,A90231,ABC1043,5319,16,85104
2016/7/13,A46357,ABC1044,5758,41,236078
2016/7/13,A23603,ABC1045,1181,97,114557
2016/7/13,A21753,ABC1046,1484,44,65296
2016/7/13,A18104,ABC1047,5018,81,406458
2016/7/13,A54661,ABC1048,9870,19,187530
2016/7/13,A61620,ABC1049,4869,35,170415
2016/7/13,A442,ABC1050,3467,95,329365
2016/7/13,A31305,ABC1051,1711,61,104371
2016/7/13,A42126,ABC1052,2010,52,104520
2016/7/13,A41233,ABC1053,1844,67,123548
2016/7/13,A27378,ABC1054,3284,11,36124
2016/7/13,A54029,ABC1055,8432,32,269824
2016/7/13,A67097,ABC1056,6360,85,540600
2016/7/13,A31780,ABC1057,2157,61,131577
2016/7/13,A57589,ABC1058,9178,7,64246
2016/7/13,A53031,ABC1059,5252,33,173316
2016/7/13,A54282,ABC1060,1982,30,59460
2016/7/13,A43055,ABC1061,7168,62,444416
2016/7/13,A95836,ABC1062,9682,44,426008
2016/7/13,A2727,ABC1063,7855,73,573415
2016/7/13,A23101,ABC1064,5756,31,178436
2016/7/13,A91873,ABC1065,2994,56,167664
2016/7/13,A80789,ABC1066,8859,53,469527
2016/7/13,A63496,ABC1067,2526,42,106092
2016/7/13,A65466,ABC1068,3805,2,7610
2016/7/13,A92624,ABC1069,6895,91,627445
2016/7/13,A55346,ABC1070,8520,27,230040
2016/7/13,A38397,ABC1071,3113,97,301961
2016/7/13,A92724,ABC1072,8508,34,289272
2016/7/13,A53257,ABC1073,9599,59,566341
2016/7/13,A76900,ABC1074,1955,2,3910
2016/7/13,A30158,ABC1075,5848,43,251464
2016/7/13,A17255,ABC1076,6178,2,12356
2016/7/13,A78828,ABC1077,8816,13,114608
2016/7/13,A83620,ABC1078,3379,72,243288
2016/7/13,A5628,ABC1079,1839,34,62526
2016/7/13,A16669,ABC1080,8427,99,834273
2016/7/13,A37581,ABC1081,740,36,26640
2016/7/13,A71537,ABC1082,5131,68,348908
2016/7/13,A11524,ABC1083,5773,46,265558
2016/7/13,A18515,ABC1084,7780,1,7780
2016/7/13,A10988,ABC1085,5592,32,178944
2016/7/13,A16935,ABC1086,1514,10,15140
2016/7/13,A89511,ABC1087,9605,40,384200
2016/7/13,A49925,ABC1088,3398,14,47572
2016/7/13,A83338,ABC1089,8197,30,245910
2016/7/13,A34969,ABC1090,2742,20,54840
2016/7/13,A82059,ABC1091,193,59,11387
2016/7/13,A51729,ABC1092,2840,56,159040
2016/7/13,A36878,ABC1093,1196,70,83720
2016/7/13,A66851,ABC1094,486,94,45684
2016/7/13,A13663,ABC1095,3127,93,290811
2016/7/13,A85843,ABC1096,2631,73,192063
2016/7/13,A26826,ABC1097,3544,72,255168
2016/7/13,A84751,ABC1098,6576,98,644448
2016/7/13,A25833,ABC1099,5299,97,514003
2016/7/13,A65649,ABC1100,1420,13,18460
2016/7/14,A63506,ABC1001,422,32,13504
2016/7/14,A86548,ABC1002,2519,21,52899
2016/7/14,A8293,ABC1003,5140,49,251860
2016/7/14,A1268,ABC1004,6253,41,256373
2016/7/14,A81632,ABC1005,4324,62,268088
2016/7/14,A35381,ABC1006,3979,72,286488
2016/7/14,A51078,ABC1007,9409,18,169362
2016/7/14,A71999,ABC1008,101,67,6767
2016/7/14,A46095,ABC1009,6284,23,144532
2016/7/14,A7635,ABC1010,30,0,0
2016/7/14,A96370,ABC1011,5617,4,22468
2016/7/14,A91117,ABC1012,962,80,76960
2016/7/14,A96644,ABC1013,6065,30,181950
2016/7/14,A26080,ABC1014,5016,69,346104
2016/7/14,A92794,ABC1015,7608,54,410832
2016/7/14,A46098,ABC1016,9308,57,530556
2016/7/14,A20548,ABC1017,9215,45,414675
2016/7/14,A52944,ABC1018,8050,78,627900
2016/7/14,A55860,ABC1019,4452,48,213696
2016/7/14,A61532,ABC1020,5498,96,527808
2016/7/14,A23050,ABC1021,8114,6,48684
2016/7/14,A70355,ABC1022,3560,20,71200
2016/7/14,A13508,ABC1023,3942,96,378432
2016/7/14,A85854,ABC1024,5097,11,56067
2016/7/14,A89246,ABC1025,7447,5,37235
2016/7/14,A93324,ABC1026,7067,77,544159
2016/7/14,A36587,ABC1027,4259,30,127770
2016/7/14,A68326,ABC1028,503,50,25150
2016/7/14,A10111,ABC1029,9875,21,207375
2016/7/14,A61912,ABC1030,9600,93,892800
2016/7/14,A56977,ABC1031,4605,62,285510
2016/7/14,A58434,ABC1032,4616,42,193872
2016/7/14,A25838,ABC1033,7086,16,113376
2016/7/14,A17117,ABC1034,650,14,9100
2016/7/14,A36489,ABC1035,84,42,3528
2016/7/14,A37821,ABC1036,5822,39,227058
2016/7/14,A10846,ABC1037,4356,41,178596
2016/7/14,A82482,ABC1038,7429,37,274873
2016/7/14,A1308,ABC1039,1882,81,152442
2016/7/14,A62122,ABC1040,1311,61,79971
2016/7/14,A23912,ABC1041,8311,28,232708
2016/7/14,A43605,ABC1042,9811,50,490550
2016/7/14,A32868,ABC1043,5319,12,63828
2016/7/14,A75176,ABC1044,5758,77,443366
2016/7/14,A58661,ABC1045,1181,49,57869
2016/7/14,A15676,ABC1046,1484,74,109816
2016/7/14,A23251,ABC1047,5018,44,220792
2016/7/14,A31393,ABC1048,9870,85,838950
2016/7/14,A62143,ABC1049,4869,49,238581
2016/7/14,A20194,ABC1050,3467,52,180284
2016/7/14,A61885,ABC1051,1711,75,128325
2016/7/14,A50868,ABC1052,2010,36,72360
2016/7/14,A58809,ABC1053,1844,49,90356
2016/7/14,A91401,ABC1054,3284,52,170768
2016/7/14,A71063,ABC1055,8432,39,328848
2016/7/14,A16214,ABC1056,6360,93,591480
2016/7/14,A9466,ABC1057,2157,48,103536
2016/7/14,A22745,ABC1058,9178,10,91780
2016/7/14,A22661,ABC1059,5252,87,456924
2016/7/14,A61462,ABC1060,1982,71,140722
2016/7/14,A25192,ABC1061,7168,51,365568
2016/7/14,A72162,ABC1062,9682,85,822970
2016/7/14,A91409,ABC1063,7855,26,204230
2016/7/14,A73110,ABC1064,5756,100,575600
2016/7/14,A24024,ABC1065,2994,77,230538
2016/7/14,A78314,ABC1066,8859,47,416373
2016/7/14,A27435,ABC1067,2526,79,199554
2016/7/14,A91509,ABC1068,3805,46,175030
2016/7/14,A71147,ABC1069,6895,30,206850
2016/7/14,A67753,ABC1070,8520,28,238560
2016/7/14,A81754,ABC1071,3113,95,295735
2016/7/14,A46701,ABC1072,8508,45,382860
2016/7/14,A83356,ABC1073,9599,91,873509
2016/7/14,A34646,ABC1074,1955,93,181815
2016/7/14,A66207,ABC1075,5848,68,397664
2016/7/14,A20592,ABC1076,6178,22,135916
2016/7/14,A98597,ABC1077,8816,88,775808
2016/7/14,A38905,ABC1078,3379,55,185845
2016/7/14,A69451,ABC1079,1839,46,84594
2016/7/14,A78932,ABC1080,8427,91,766857
2016/7/14,A2180,ABC1081,740,58,42920
2016/7/14,A3350,ABC1082,5131,54,277074
2016/7/14,A24754,ABC1083,5773,80,461840
2016/7/14,A52887,ABC1084,7780,69,536820
2016/7/14,A90602,ABC1085,5592,64,357888
2016/7/14,A8131,ABC1086,1514,25,37850
2016/7/14,A19504,ABC1087,9605,19,182495
2016/7/14,A5702,ABC1088,3398,7,23786
2016/7/14,A27831,ABC1089,8197,14,114758
2016/7/14,A41326,ABC1090,2742,84,230328
2016/7/14,A26277,ABC1091,193,17,3281
2016/7/14,A68762,ABC1092,2840,22,62480
2016/7/14,A46167,ABC1093,1196,27,32292
2016/7/14,A14073,ABC1094,486,77,37422
2016/7/14,A62818,ABC1095,3127,54,168858
2016/7/14,A37477,ABC1096,2631,35,92085
2016/7/14,A16734,ABC1097,3544,7,24808
2016/7/14,A95216,ABC1098,6576,42,276192
2016/7/14,A93860,ABC1099,5299,19,100681
2016/7/14,A5263,ABC1100,1420,42,59640
2016/7/15,A24523,ABC1001,422,47,19834
2016/7/15,A66498,ABC1002,2519,18,45342
2016/7/15,A52731,ABC1003,5140,32,164480
2016/7/15,A9034,ABC1004,6253,15,93795
2016/7/15,A34490,ABC1005,4324,97,419428
2016/7/15,A63641,ABC1006,3979,73,290467
2016/7/15,A61259,ABC1007,9409,90,846810
2016/7/15,A75913,ABC1008,101,15,1515
2016/7/15,A10080,ABC1009,6284,32,201088
2016/7/15,A51147,ABC1010,30,6,180
2016/7/15,A90692,ABC1011,5617,90,505530
2016/7/15,A81969,ABC1012,962,86,82732
2016/7/15,A53716,ABC1013,6065,39,236535
2016/7/15,A7256,ABC1014,5016,52,260832
2016/7/15,A39237,ABC1015,7608,19,144552
2016/7/15,A71559,ABC1016,9308,64,595712
2016/7/15,A89307,ABC1017,9215,50,460750
2016/7/15,A29611,ABC1018,8050,23,185150
2016/7/15,A12082,ABC1019,4452,18,80136
2016/7/15,A70771,ABC1020,5498,96,527808
2016/7/15,A22169,ABC1021,8114,53,430042
2016/7/15,A56983,ABC1022,3560,66,234960
2016/7/15,A56773,ABC1023,3942,1,3942
2016/7/15,A54389,ABC1024,5097,70,356790
2016/7/15,A10587,ABC1025,7447,88,655336
2016/7/15,A1985,ABC1026,7067,73,515891
2016/7/15,A56503,ABC1027,4259,88,374792
2016/7/15,A65791,ABC1028,503,6,3018
2016/7/15,A8908,ABC1029,9875,1,9875
2016/7/15,A32809,ABC1030,9600,55,528000
2016/7/15,A58751,ABC1031,4605,14,64470
2016/7/15,A63702,ABC1032,4616,0,0
2016/7/15,A34250,ABC1033,7086,29,205494
2016/7/15,A59250,ABC1034,650,22,14300
2016/7/15,A36273,ABC1035,84,38,3192
2016/7/15,A79206,ABC1036,5822,36,209592
2016/7/15,A41917,ABC1037,4356,50,217800
2016/7/15,A57539,ABC1038,7429,65,482885
2016/7/15,A12911,ABC1039,1882,85,159970
2016/7/15,A67564,ABC1040,1311,38,49818
2016/7/15,A89054,ABC1041,8311,66,548526
2016/7/15,A13949,ABC1042,9811,51,500361
2016/7/15,A88706,ABC1043,5319,51,271269
2016/7/15,A90256,ABC1044,5758,1,5758
2016/7/15,A26463,ABC1045,1181,29,34249
2016/7/15,A30027,ABC1046,1484,78,115752
2016/7/15,A16600,ABC1047,5018,12,60216
2016/7/15,A44477,ABC1048,9870,72,710640
2016/7/15,A65486,ABC1049,4869,23,111987
2016/7/15,A55530,ABC1050,3467,58,201086
2016/7/15,A57624,ABC1051,1711,79,135169
2016/7/15,A84424,ABC1052,2010,95,190950
2016/7/15,A56655,ABC1053,1844,47,86668
2016/7/15,A9913,ABC1054,3284,22,72248
2016/7/15,A55913,ABC1055,8432,3,25296
2016/7/15,A45424,ABC1056,6360,29,184440
2016/7/15,A84205,ABC1057,2157,52,112164
2016/7/15,A17374,ABC1058,9178,25,229450
2016/7/15,A43010,ABC1059,5252,20,105040
2016/7/15,A53490,ABC1060,1982,60,118920
2016/7/15,A77035,ABC1061,7168,48,344064
2016/7/15,A13294,ABC1062,9682,90,871380
2016/7/15,A700,ABC1063,7855,84,659820
2016/7/15,A14189,ABC1064,5756,78,448968
2016/7/15,A28811,ABC1065,2994,35,104790
2016/7/15,A834,ABC1066,8859,66,584694
2016/7/15,A25327,ABC1067,2526,9,22734
2016/7/15,A40091,ABC1068,3805,7,26635
2016/7/15,A78520,ABC1069,6895,47,324065
2016/7/15,A69312,ABC1070,8520,23,195960
2016/7/15,A86921,ABC1071,3113,41,127633
2016/7/15,A8293,ABC1072,8508,21,178668
2016/7/15,A35551,ABC1073,9599,65,623935
2016/7/15,A5210,ABC1074,1955,8,15640
2016/7/15,A30484,ABC1075,5848,35,204680
2016/7/15,A33763,ABC1076,6178,83,512774
2016/7/15,A5839,ABC1077,8816,16,141056
2016/7/15,A14079,ABC1078,3379,29,97991
2016/7/15,A98033,ABC1079,1839,17,31263
2016/7/15,A13579,ABC1080,8427,61,514047
2016/7/15,A54700,ABC1081,740,90,66600
2016/7/15,A2354,ABC1082,5131,98,502838
2016/7/15,A9155,ABC1083,5773,63,363699
2016/7/15,A39054,ABC1084,7780,1,7780
2016/7/15,A17036,ABC1085,5592,71,397032
2016/7/15,A34852,ABC1086,1514,52,78728
2016/7/15,A3243,ABC1087,9605,89,854845
2016/7/15,A72164,ABC1088,3398,20,67960
2016/7/15,A55629,ABC1089,8197,64,524608
2016/7/15,A30306,ABC1090,2742,3,8226
2016/7/15,A3120,ABC1091,193,37,7141
2016/7/15,A80140,ABC1092,2840,18,51120
2016/7/15,A31096,ABC1093,1196,81,96876
2016/7/15,A39273,ABC1094,486,79,38394
2016/7/15,A34030,ABC1095,3127,47,146969
2016/7/15,A24621,ABC1096,2631,43,113133
2016/7/15,A20554,ABC1097,3544,28,99232
2016/7/15,A43931,ABC1098,6576,34,223584
2016/7/15,A34811,ABC1099,5299,57,302043
2016/7/15,A25719,ABC1100,1420,97,137740
2016/7/16,A94969,ABC1001,422,28,11816
2016/7/16,A31174,ABC1002,2519,78,196482
2016/7/16,A68700,ABC1003,5140,23,118220
2016/7/16,A78674,ABC1004,6253,5,31265
2016/7/16,A55511,ABC1005,4324,56,242144
2016/7/16,A61633,ABC1006,3979,44,175076
2016/7/16,A99537,ABC1007,9409,51,479859
2016/7/16,A45072,ABC1008,101,42,4242
2016/7/16,A88325,ABC1009,6284,36,226224
2016/7/16,A33014,ABC1010,30,37,1110
2016/7/16,A49851,ABC1011,5617,48,269616
2016/7/16,A36962,ABC1012,962,46,44252
2016/7/16,A90170,ABC1013,6065,19,115235
2016/7/16,A64814,ABC1014,5016,66,331056
2016/7/16,A13356,ABC1015,7608,86,654288
2016/7/16,A27684,ABC1016,9308,23,214084
2016/7/16,A67614,ABC1017,9215,90,829350
2016/7/16,A5953,ABC1018,8050,78,627900
2016/7/16,A13296,ABC1019,4452,1,4452
2016/7/16,A16004,ABC1020,5498,76,417848
2016/7/16,A85342,ABC1021,8114,18,146052
2016/7/16,A3573,ABC1022,3560,94,334640
2016/7/16,A54366,ABC1023,3942,33,130086
2016/7/16,A42479,ABC1024,5097,42,214074
2016/7/16,A56548,ABC1025,7447,89,662783
2016/7/16,A50384,ABC1026,7067,27,190809
2016/7/16,A28650,ABC1027,4259,83,353497
2016/7/16,A90530,ABC1028,503,52,26156
2016/7/16,A66978,ABC1029,9875,42,414750
2016/7/16,A30584,ABC1030,9600,30,288000
2016/7/16,A51988,ABC1031,4605,37,170385
2016/7/16,A41716,ABC1032,4616,13,60008
2016/7/16,A11576,ABC1033,7086,78,552708
2016/7/16,A59079,ABC1034,650,61,39650
2016/7/16,A82271,ABC1035,84,94,7896
2016/7/16,A97291,ABC1036,5822,8,46576
2016/7/16,A54267,ABC1037,4356,10,43560
2016/7/16,A88673,ABC1038,7429,82,609178
2016/7/16,A96521,ABC1039,1882,64,120448
2016/7/16,A5437,ABC1040,1311,10,13110
2016/7/16,A12478,ABC1041,8311,68,565148
2016/7/16,A8435,ABC1042,9811,52,510172
2016/7/16,A93709,ABC1043,5319,95,505305
2016/7/16,A16858,ABC1044,5758,70,403060
2016/7/16,A88140,ABC1045,1181,6,7086
2016/7/16,A45006,ABC1046,1484,79,117236
2016/7/16,A93206,ABC1047,5018,11,55198
2016/7/16,A53465,ABC1048,9870,6,59220
2016/7/16,A53029,ABC1049,4869,50,243450
2016/7/16,A21522,ABC1050,3467,86,298162
2016/7/16,A26902,ABC1051,1711,83,142013
2016/7/16,A80019,ABC1052,2010,90,180900
2016/7/16,A15481,ABC1053,1844,80,147520
2016/7/16,A7111,ABC1054,3284,21,68964
2016/7/16,A63458,ABC1055,8432,24,202368
2016/7/16,A10077,ABC1056,6360,83,527880
2016/7/16,A34814,ABC1057,2157,43,92751
2016/7/16,A47490,ABC1058,9178,65,596570
2016/7/16,A5094,ABC1059,5252,1,5252
2016/7/16,A51353,ABC1060,1982,30,59460
2016/7/16,A69384,ABC1061,7168,56,401408
2016/7/16,A72794,ABC1062,9682,87,842334
2016/7/16,A36177,ABC1063,7855,51,400605
2016/7/16,A45336,ABC1064,5756,38,218728
2016/7/16,A99606,ABC1065,2994,85,254490
2016/7/16,A74175,ABC1066,8859,79,699861
2016/7/16,A73687,ABC1067,2526,99,250074
2016/7/16,A56219,ABC1068,3805,98,372890
2016/7/16,A56674,ABC1069,6895,85,586075
2016/7/16,A73039,ABC1070,8520,21,178920
2016/7/16,A89986,ABC1071,3113,56,174328
2016/7/16,A8901,ABC1072,8508,94,799752
2016/7/16,A23077,ABC1073,9599,92,883108
2016/7/16,A51426,ABC1074,1955,53,103615
2016/7/16,A19923,ABC1075,5848,30,175440
2016/7/16,A37,ABC1076,6178,40,247120
2016/7/16,A94458,ABC1077,8816,54,476064
2016/7/16,A58648,ABC1078,3379,41,138539
2016/7/16,A71851,ABC1079,1839,62,114018
2016/7/16,A37072,ABC1080,8427,83,699441
2016/7/16,A63684,ABC1081,740,15,11100
2016/7/16,A85543,ABC1082,5131,97,497707
2016/7/16,A78786,ABC1083,5773,43,248239
2016/7/16,A26414,ABC1084,7780,40,311200
2016/7/16,A96263,ABC1085,5592,37,206904
2016/7/16,A4294,ABC1086,1514,3,4542
2016/7/16,A96170,ABC1087,9605,95,912475
2016/7/16,A27104,ABC1088,3398,30,101940
2016/7/16,A29365,ABC1089,8197,60,491820
2016/7/16,A4556,ABC1090,2742,19,52098
2016/7/16,A1281,ABC1091,193,74,14282
2016/7/16,A21631,ABC1092,2840,88,249920
2016/7/16,A98651,ABC1093,1196,9,10764
2016/7/16,A13734,ABC1094,486,91,44226
2016/7/16,A4016,ABC1095,3127,47,146969
2016/7/16,A18628,ABC1096,2631,95,249945
2016/7/16,A66766,ABC1097,3544,34,120496
2016/7/16,A88042,ABC1098,6576,18,118368
2016/7/16,A58046,ABC1099,5299,61,323239
2016/7/16,A93893,ABC1100,1420,72,102240
2016/7/17,A81294,ABC1001,422,33,13926
2016/7/17,A21280,ABC1002,2519,93,234267
2016/7/17,A53917,ABC1003,5140,66,339240
2016/7/17,A8773,ABC1004,6253,72,450216
2016/7/17,A23104,ABC1005,4324,62,268088
2016/7/17,A60160,ABC1006,3979,24,95496
2016/7/17,A6695,ABC1007,9409,82,771538
2016/7/17,A24856,ABC1008,101,23,2323
2016/7/17,A89270,ABC1009,6284,74,465016
2016/7/17,A39477,ABC1010,30,71,2130
2016/7/17,A52586,ABC1011,5617,93,522381
2016/7/17,A65277,ABC1012,962,3,2886
2016/7/17,A25472,ABC1013,6065,65,394225
2016/7/17,A18326,ABC1014,5016,81,406296
2016/7/17,A30345,ABC1015,7608,82,623856
2016/7/17,A39575,ABC1016,9308,4,37232
2016/7/17,A13697,ABC1017,9215,17,156655
2016/7/17,A83943,ABC1018,8050,26,209300
2016/7/17,A76375,ABC1019,4452,27,120204
2016/7/17,A41499,ABC1020,5498,90,494820
2016/7/17,A2081,ABC1021,8114,34,275876
2016/7/17,A47470,ABC1022,3560,78,277680
2016/7/17,A7330,ABC1023,3942,4,15768
2016/7/17,A31959,ABC1024,5097,19,96843
2016/7/17,A45865,ABC1025,7447,33,245751
2016/7/17,A11094,ABC1026,7067,45,318015
2016/7/17,A18371,ABC1027,4259,15,63885
2016/7/17,A20619,ABC1028,503,1,503
2016/7/17,A58439,ABC1029,9875,16,158000
2016/7/17,A20986,ABC1030,9600,45,432000
2016/7/17,A92229,ABC1031,4605,12,55260
2016/7/17,A6497,ABC1032,4616,7,32312
2016/7/17,A36293,ABC1033,7086,65,460590
2016/7/17,A87774,ABC1034,650,40,26000
2016/7/17,A48904,ABC1035,84,25,2100
2016/7/17,A92100,ABC1036,5822,31,180482
2016/7/17,A24547,ABC1037,4356,21,91476
2016/7/17,A63501,ABC1038,7429,63,468027
2016/7/17,A90744,ABC1039,1882,29,54578
2016/7/17,A24899,ABC1040,1311,47,61617
2016/7/17,A12505,ABC1041,8311,14,116354
2016/7/17,A9535,ABC1042,9811,28,274708
2016/7/17,A69277,ABC1043,5319,40,212760
2016/7/17,A73990,ABC1044,5758,19,109402
2016/7/17,A26042,ABC1045,1181,84,99204
2016/7/17,A69554,ABC1046,1484,9,13356
2016/7/17,A9215,ABC1047,5018,82,411476
2016/7/17,A72061,ABC1048,9870,29,286230
2016/7/17,A77538,ABC1049,4869,54,262926
2016/7/17,A7752,ABC1050,3467,99,343233
2016/7/17,A72435,ABC1051,1711,81,138591
2016/7/17,A74992,ABC1052,2010,39,78390
2016/7/17,A75650,ABC1053,1844,48,88512
2016/7/17,A16649,ABC1054,3284,10,32840
2016/7/17,A77542,ABC1055,8432,84,708288
2016/7/17,A47758,ABC1056,6360,48,305280
2016/7/17,A92649,ABC1057,2157,81,174717
2016/7/17,A43713,ABC1058,9178,88,807664
2016/7/17,A39180,ABC1059,5252,66,346632
2016/7/17,A87540,ABC1060,1982,1,1982
2016/7/17,A40851,ABC1061,7168,98,702464
2016/7/17,A77023,ABC1062,9682,83,803606
2016/7/17,A75854,ABC1063,7855,52,408460
2016/7/17,A26046,ABC1064,5756,8,46048
2016/7/17,A89548,ABC1065,2994,61,182634
2016/7/17,A87150,ABC1066,8859,27,239193
2016/7/17,A52199,ABC1067,2526,58,146508
2016/7/17,A76521,ABC1068,3805,16,60880
2016/7/17,A71747,ABC1069,6895,46,317170
2016/7/17,A29584,ABC1070,8520,46,391920
2016/7/17,A51959,ABC1071,3113,91,283283
2016/7/17,A13025,ABC1072,8508,16,136128
2016/7/17,A38126,ABC1073,9599,36,345564
2016/7/17,A58087,ABC1074,1955,26,50830
2016/7/17,A18661,ABC1075,5848,79,461992
2016/7/17,A42174,ABC1076,6178,19,117382
2016/7/17,A13269,ABC1077,8816,93,819888
2016/7/17,A25683,ABC1078,3379,20,67580
2016/7/17,A94034,ABC1079,1839,80,147120
2016/7/17,A10702,ABC1080,8427,87,733149
2016/7/17,A50935,ABC1081,740,17,12580
2016/7/17,A53406,ABC1082,5131,30,153930
2016/7/17,A1988,ABC1083,5773,29,167417
2016/7/17,A48447,ABC1084,7780,91,707980
2016/7/17,A13355,ABC1085,5592,24,134208
2016/7/17,A83241,ABC1086,1514,42,63588
2016/7/17,A93350,ABC1087,9605,0,0
2016/7/17,A5506,ABC1088,3398,28,95144
2016/7/17,A47132,ABC1089,8197,89,729533
2016/7/17,A28809,ABC1090,2742,69,189198
2016/7/17,A66955,ABC1091,193,79,15247
2016/7/17,A90637,ABC1092,2840,7,19880
2016/7/17,A48817,ABC1093,1196,98,117208
2016/7/17,A42063,ABC1094,486,81,39366
2016/7/17,A93791,ABC1095,3127,85,265795
2016/7/17,A62871,ABC1096,2631,74,194694
2016/7/17,A10155,ABC1097,3544,13,46072
2016/7/17,A68513,ABC1098,6576,32,210432
2016/7/17,A92716,ABC1099,5299,35,185465
2016/7/17,A82527,ABC1100,1420,49,69580
2016/7/18,A45801,ABC1001,422,84,35448
2016/7/18,A16999,ABC1002,2519,76,191444
2016/7/18,A19290,ABC1003,5140,9,46260
2016/7/18,A31753,ABC1004,6253,91,569023
2016/7/18,A58842,ABC1005,4324,47,203228
2016/7/18,A69479,ABC1006,3979,49,194971
2016/7/18,A45122,ABC1007,9409,14,131726
2016/7/18,A14057,ABC1008,101,53,5353
2016/7/18,A61191,ABC1009,6284,34,213656
2016/7/18,A42596,ABC1010,30,75,2250
2016/7/18,A34063,ABC1011,5617,65,365105
2016/7/18,A839,ABC1012,962,29,27898
2016/7/18,A97965,ABC1013,6065,95,576175
2016/7/18,A61023,ABC1014,5016,55,275880
2016/7/18,A33707,ABC1015,7608,87,661896
2016/7/18,A95592,ABC1016,9308,37,344396
2016/7/18,A7358,ABC1017,9215,40,368600
2016/7/18,A20704,ABC1018,8050,44,354200
2016/7/18,A57860,ABC1019,4452,18,80136
2016/7/18,A75744,ABC1020,5498,48,263904
2016/7/18,A2660,ABC1021,8114,12,97368
2016/7/18,A23600,ABC1022,3560,83,295480
2016/7/18,A67849,ABC1023,3942,7,27594
2016/7/18,A51315,ABC1024,5097,82,417954
2016/7/18,A32781,ABC1025,7447,25,186175
2016/7/18,A59925,ABC1026,7067,30,212010
2016/7/18,A76540,ABC1027,4259,56,238504
2016/7/18,A98489,ABC1028,503,52,26156
2016/7/18,A67048,ABC1029,9875,32,316000
2016/7/18,A29853,ABC1030,9600,68,652800
2016/7/18,A47710,ABC1031,4605,35,161175
2016/7/18,A89111,ABC1032,4616,15,69240
2016/7/18,A72461,ABC1033,7086,29,205494
2016/7/18,A93058,ABC1034,650,54,35100
2016/7/18,A40756,ABC1035,84,59,4956
2016/7/18,A81904,ABC1036,5822,43,250346
2016/7/18,A71700,ABC1037,4356,55,239580
2016/7/18,A98405,ABC1038,7429,6,44574
2016/7/18,A2812,ABC1039,1882,73,137386
2016/7/18,A1151,ABC1040,1311,71,93081
2016/7/18,A14669,ABC1041,8311,2,16622
2016/7/18,A25769,ABC1042,9811,49,480739
2016/7/18,A57710,ABC1043,5319,83,441477
2016/7/18,A27343,ABC1044,5758,89,512462
2016/7/18,A71608,ABC1045,1181,34,40154
2016/7/18,A53071,ABC1046,1484,51,75684
2016/7/18,A77633,ABC1047,5018,66,331188
2016/7/18,A14915,ABC1048,9870,1,9870
2016/7/18,A88753,ABC1049,4869,98,477162
2016/7/18,A68986,ABC1050,3467,8,27736
2016/7/18,A36854,ABC1051,1711,3,5133
2016/7/18,A9303,ABC1052,2010,38,76380
2016/7/18,A54210,ABC1053,1844,30,55320
2016/7/18,A14791,ABC1054,3284,23,75532
2016/7/18,A54496,ABC1055,8432,25,210800
2016/7/18,A59628,ABC1056,6360,79,502440
2016/7/18,A72393,ABC1057,2157,29,62553
2016/7/18,A32893,ABC1058,9178,20,183560
2016/7/18,A68610,ABC1059,5252,58,304616
2016/7/18,A81305,ABC1060,1982,81,160542
2016/7/18,A37111,ABC1061,7168,5,35840
2016/7/18,A81302,ABC1062,9682,33,319506
2016/7/18,A92661,ABC1063,7855,95,746225
2016/7/18,A36281,ABC1064,5756,96,552576
2016/7/18,A65749,ABC1065,2994,54,161676
2016/7/18,A86418,ABC1066,8859,91,806169
2016/7/18,A13840,ABC1067,2526,22,55572
2016/7/18,A80010,ABC1068,3805,42,159810
2016/7/18,A81912,ABC1069,6895,38,262010
2016/7/18,A23756,ABC1070,8520,9,76680
2016/7/18,A68153,ABC1071,3113,2,6226
2016/7/18,A82854,ABC1072,8508,48,408384
2016/7/18,A55161,ABC1073,9599,24,230376
2016/7/18,A28325,ABC1074,1955,42,82110
2016/7/18,A95293,ABC1075,5848,73,426904
2016/7/18,A56974,ABC1076,6178,78,481884
2016/7/18,A48669,ABC1077,8816,35,308560
2016/7/18,A99691,ABC1078,3379,28,94612
2016/7/18,A55205,ABC1079,1839,81,148959
2016/7/18,A84795,ABC1080,8427,18,151686
2016/7/18,A38600,ABC1081,740,47,34780
2016/7/18,A87219,ABC1082,5131,23,118013
2016/7/18,A44442,ABC1083,5773,60,346380
2016/7/18,A20553,ABC1084,7780,93,723540
2016/7/18,A62881,ABC1085,5592,4,22368
2016/7/18,A95851,ABC1086,1514,18,27252
2016/7/18,A68552,ABC1087,9605,51,489855
2016/7/18,A99455,ABC1088,3398,70,237860
2016/7/18,A88684,ABC1089,8197,57,467229
2016/7/18,A22105,ABC1090,2742,72,197424
2016/7/18,A92114,ABC1091,193,17,3281
2016/7/18,A33862,ABC1092,2840,93,264120
2016/7/18,A43002,ABC1093,1196,74,88504
2016/7/18,A68650,ABC1094,486,96,46656
2016/7/18,A9350,ABC1095,3127,14,43778
2016/7/18,A14271,ABC1096,2631,26,68406
2016/7/18,A56459,ABC1097,3544,97,343768
2016/7/18,A50190,ABC1098,6576,17,111792
2016/7/18,A2260,ABC1099,5299,48,254352
2016/7/18,A54745,ABC1100,1420,31,44020
